player_id,item_id,item_name,predicted_score,rank
1,25,Golden Warrior,4.155088462006381,1
1,31,Zombie Survivor,4.094468583398702,2
1,39,Vehicle Lava Buggy,4.019917153687254,3
1,17,Rifle QBZ,3.977300030042672,4
1,8,Shotgun DBS,3.952507926053337,5
2,25,Golden Warrior,4.148660686263964,1
2,31,Zombie Survivor,4.1273395915210935,2
2,34,Robot Dance Emote,4.032892885278514,3
2,17,Rifle QBZ,3.9791794977380426,4
2,38,Helmet Skull,3.93546530988671,5
3,25,Golden Warrior,3.8562206686900677,1
3,37,Helmet Crown,3.8061573668935558,2
3,8,Shotgun DBS,3.7613363073864763,3
3,31,Zombie Survivor,3.753488283583312,4
3,39,Vehicle Lava Buggy,3.73041968593095,5
4,25,Golden Warrior,4.235383103756999,1
4,31,Zombie Survivor,4.098128118103137,2
4,51,Use 5 Medkits,3.954851706059976,3
4,18,SMG Tommy Gun,3.895122944510647,4
4,27,Classic Soldier,3.891912807972051,5
5,25,Golden Warrior,4.183035858173146,1
5,31,Zombie Survivor,4.118901638082616,2
5,1,Assault Rifle M4,4.087327329415803,3
5,39,Vehicle Lava Buggy,4.051055983960493,4
5,18,SMG Tommy Gun,4.007174138484173,5
6,25,Golden Warrior,4.530680958461296,1
6,31,Zombie Survivor,4.388788554025308,2
6,39,Vehicle Lava Buggy,4.37480664960908,3
6,34,Robot Dance Emote,4.223287142279348,4
6,44,Chicken Dinner,4.199619150645379,5
7,25,Golden Warrior,4.188061312258784,1
7,17,Rifle QBZ,4.048006051081792,2
7,31,Zombie Survivor,4.013189632652493,3
7,39,Vehicle Lava Buggy,3.933088176255282,4
7,34,Robot Dance Emote,3.888323369154085,5
8,31,Zombie Survivor,4.273884576302423,1
8,25,Golden Warrior,4.253033835074684,2
8,39,Vehicle Lava Buggy,4.185039144071355,3
8,18,SMG Tommy Gun,4.106614133637582,4
8,38,Helmet Skull,4.047367450159861,5
9,25,Golden Warrior,4.472600617313289,1
9,34,Robot Dance Emote,4.22767153981976,2
9,17,Rifle QBZ,4.213053274313908,3
9,31,Zombie Survivor,4.197847384136736,4
9,39,Vehicle Lava Buggy,4.15878008483245,5
10,31,Zombie Survivor,4.133005432115456,1
10,25,Golden Warrior,4.068726250229309,2
10,38,Helmet Skull,4.020725497395551,3
10,32,Jungle Scout,4.018390826259135,4
10,39,Vehicle Lava Buggy,3.987555611419204,5
11,39,Vehicle Lava Buggy,3.923403786975056,1
11,31,Zombie Survivor,3.8882553931207586,2
11,25,Golden Warrior,3.8433754475308812,3
11,34,Robot Dance Emote,3.7969444574921307,4
11,8,Shotgun DBS,3.790846501134645,5
12,25,Golden Warrior,3.914272911957363,1
12,39,Vehicle Lava Buggy,3.905566567126366,2
12,31,Zombie Survivor,3.853194973609577,3
12,45,Loot 5 Crates,3.793824680275998,4
12,17,Rifle QBZ,3.747456083091483,5
13,31,Zombie Survivor,4.153797416147275,1
13,25,Golden Warrior,4.127723534009002,2
13,18,SMG Tommy Gun,3.9963727954844064,3
13,8,Shotgun DBS,3.969353851954675,4
13,23,Desert Camo,3.9685404703050744,5
14,31,Zombie Survivor,3.830460432125111,1
14,25,Golden Warrior,3.7612276724050893,2
14,51,Use 5 Medkits,3.6982973470228355,3
14,3,Shotgun S12K,3.674927017026729,4
14,18,SMG Tommy Gun,3.670320204690702,5
15,31,Zombie Survivor,4.092831593899664,1
15,38,Helmet Skull,3.979151407393541,2
15,34,Robot Dance Emote,3.9672844964863545,3
15,39,Vehicle Lava Buggy,3.9581092431619003,4
15,17,Rifle QBZ,3.9542523418193145,5
16,25,Golden Warrior,4.101844036718635,1
16,39,Vehicle Lava Buggy,4.028064436892854,2
16,17,Rifle QBZ,3.9734474310710706,3
16,54,Parachute 500m,3.9661263216221365,4
16,34,Robot Dance Emote,3.9568372024193224,5
17,25,Golden Warrior,4.439637131053646,1
17,31,Zombie Survivor,4.410363110349402,2
17,17,Rifle QBZ,4.256018565956227,3
17,37,Helmet Crown,4.20903295869635,4
17,3,Shotgun S12K,4.179074917943039,5
18,31,Zombie Survivor,4.004069785874653,1
18,25,Golden Warrior,3.96347891389137,2
18,17,Rifle QBZ,3.7933388704252646,3
18,39,Vehicle Lava Buggy,3.791052908219184,4
18,44,Chicken Dinner,3.781859536787767,5
19,31,Zombie Survivor,4.2501706556045065,1
19,34,Robot Dance Emote,4.127111621147988,2
19,39,Vehicle Lava Buggy,4.121180394845844,3
19,18,SMG Tommy Gun,4.106836021886911,4
19,44,Chicken Dinner,4.069825053788662,5
20,25,Golden Warrior,3.9821999622398003,1
20,31,Zombie Survivor,3.9339673072753887,2
20,39,Vehicle Lava Buggy,3.8266238624612847,3
20,44,Chicken Dinner,3.818242913418092,4
20,17,Rifle QBZ,3.8102843183088373,5
21,8,Shotgun DBS,3.8853039432538155,1
21,17,Rifle QBZ,3.8546750101566607,2
21,31,Zombie Survivor,3.8220397156394634,3
21,25,Golden Warrior,3.8048593958524743,4
21,38,Helmet Skull,3.785798707530429,5
22,31,Zombie Survivor,3.900002916190507,1
22,34,Robot Dance Emote,3.861877362126739,2
22,25,Golden Warrior,3.7737413488062885,3
22,18,SMG Tommy Gun,3.762895669259083,4
22,54,Parachute 500m,3.7232094479533924,5
23,31,Zombie Survivor,4.2933174914827,1
23,25,Golden Warrior,4.135301999354,2
23,27,Classic Soldier,4.121117750721861,3
23,3,Shotgun S12K,4.105119796039291,4
23,18,SMG Tommy Gun,4.091237299534318,5
24,25,Golden Warrior,3.9353348154286736,1
24,31,Zombie Survivor,3.8720827726997205,2
24,34,Robot Dance Emote,3.7006255160472703,3
24,44,Chicken Dinner,3.663388836958141,4
24,3,Shotgun S12K,3.6533889386714233,5
25,39,Vehicle Lava Buggy,4.244486511785058,1
25,31,Zombie Survivor,4.229712879436413,2
25,25,Golden Warrior,4.206177329175125,3
25,17,Rifle QBZ,4.045693576012415,4
25,37,Helmet Crown,4.024507012372497,5
26,25,Golden Warrior,4.1523894877430685,1
26,39,Vehicle Lava Buggy,4.100005082341394,2
26,31,Zombie Survivor,4.095698936583849,3
26,44,Chicken Dinner,4.060487410875849,4
26,34,Robot Dance Emote,4.04690569123781,5
27,25,Golden Warrior,4.107768674090607,1
27,31,Zombie Survivor,4.09977881791838,2
27,39,Vehicle Lava Buggy,3.948990696227791,3
27,3,Shotgun S12K,3.89468240598291,4
27,34,Robot Dance Emote,3.890481906656415,5
28,31,Zombie Survivor,4.028033123631668,1
28,17,Rifle QBZ,3.88854367702378,2
28,18,SMG Tommy Gun,3.8859332580017893,3
28,25,Golden Warrior,3.88036139997693,4
28,39,Vehicle Lava Buggy,3.8428723050736315,5
29,31,Zombie Survivor,4.468591206585451,1
29,25,Golden Warrior,4.42655619561492,2
29,39,Vehicle Lava Buggy,4.32720125038264,3
29,34,Robot Dance Emote,4.315883579461539,4
29,18,SMG Tommy Gun,4.251607303059036,5
30,25,Golden Warrior,4.281494399291772,1
30,39,Vehicle Lava Buggy,4.263358105622246,2
30,18,SMG Tommy Gun,4.205426535871074,3
30,44,Chicken Dinner,4.2010660094575005,4
30,34,Robot Dance Emote,4.1978994817197455,5
31,31,Zombie Survivor,4.1586077228980916,1
31,17,Rifle QBZ,4.100594279291835,2
31,45,Loot 5 Crates,4.063673422055793,3
31,25,Golden Warrior,4.056158339561097,4
31,39,Vehicle Lava Buggy,4.0393969919552495,5
32,31,Zombie Survivor,4.1498546764506425,1
32,18,SMG Tommy Gun,4.115608064103372,2
32,39,Vehicle Lava Buggy,4.068032008568585,3
32,25,Golden Warrior,3.98762764165552,4
32,22,Arctic Ghost,3.9869933489049783,5
33,31,Zombie Survivor,3.9892818397426026,1
33,27,Classic Soldier,3.951186064147061,2
33,18,SMG Tommy Gun,3.913913126653099,3
33,44,Chicken Dinner,3.8833667645957117,4
33,34,Robot Dance Emote,3.8253898368943995,5
34,39,Vehicle Lava Buggy,4.206959030865212,1
34,25,Golden Warrior,4.19015614032448,2
34,31,Zombie Survivor,4.119695717797824,3
34,45,Loot 5 Crates,4.115431962718739,4
34,8,Shotgun DBS,4.090357754223491,5
35,31,Zombie Survivor,4.234227075581923,1
35,39,Vehicle Lava Buggy,4.062079275399312,2
35,18,SMG Tommy Gun,4.0569946425553765,3
35,8,Shotgun DBS,4.022292915805897,4
35,51,Use 5 Medkits,3.999464563697817,5
36,25,Golden Warrior,4.450323282694366,1
36,31,Zombie Survivor,4.376335006044891,2
36,34,Robot Dance Emote,4.260136571461521,3
36,3,Shotgun S12K,4.23289565939366,4
36,27,Classic Soldier,4.192174468087141,5
37,25,Golden Warrior,4.279298773908977,1
37,39,Vehicle Lava Buggy,4.229474069084956,2
37,34,Robot Dance Emote,4.214025489478709,3
37,17,Rifle QBZ,4.126679122058356,4
37,27,Classic Soldier,4.113425604521101,5
38,31,Zombie Survivor,4.049705452332204,1
38,25,Golden Warrior,4.008686504109117,2
38,39,Vehicle Lava Buggy,3.9554690571747657,3
38,44,Chicken Dinner,3.9367798779218863,4
38,18,SMG Tommy Gun,3.9199887916256064,5
39,25,Golden Warrior,4.4252238805355315,1
39,17,Rifle QBZ,4.390969933302604,2
39,31,Zombie Survivor,4.3644592983773505,3
39,33,Victory Dance Emote,4.292335714201445,4
39,8,Shotgun DBS,4.288027075355923,5
40,31,Zombie Survivor,4.313378316249291,1
40,25,Golden Warrior,4.201652926724367,2
40,3,Shotgun S12K,4.048944842645621,3
40,51,Use 5 Medkits,4.042072717302262,4
40,39,Vehicle Lava Buggy,4.03238138210023,5
41,31,Zombie Survivor,4.303578504474015,1
41,25,Golden Warrior,4.275420447823424,2
41,39,Vehicle Lava Buggy,4.219412460580378,3
41,18,SMG Tommy Gun,4.186502871498288,4
41,34,Robot Dance Emote,4.155128715013845,5
42,31,Zombie Survivor,4.628589225699315,1
42,3,Shotgun S12K,4.431761085307209,2
42,17,Rifle QBZ,4.423267196421002,3
42,34,Robot Dance Emote,4.414568951032098,4
42,39,Vehicle Lava Buggy,4.378383626666235,5
43,31,Zombie Survivor,4.379996801545419,1
43,39,Vehicle Lava Buggy,4.241768422480225,2
43,34,Robot Dance Emote,4.222124606104789,3
43,51,Use 5 Medkits,4.220308356038909,4
43,45,Loot 5 Crates,4.209048455571191,5
44,31,Zombie Survivor,4.479502539713365,1
44,39,Vehicle Lava Buggy,4.326600966791714,2
44,34,Robot Dance Emote,4.300887026258824,3
44,27,Classic Soldier,4.290220666381791,4
44,1,Assault Rifle M4,4.249349186963451,5
45,34,Robot Dance Emote,4.148534300492816,1
45,39,Vehicle Lava Buggy,4.148249713505507,2
45,18,SMG Tommy Gun,4.064696868591087,3
45,17,Rifle QBZ,4.060448201317731,4
45,25,Golden Warrior,4.041028923345353,5
46,31,Zombie Survivor,4.131467999640182,1
46,25,Golden Warrior,4.13064681252567,2
46,45,Loot 5 Crates,3.9643970771574706,3
46,33,Victory Dance Emote,3.9638889013638066,4
46,51,Use 5 Medkits,3.9623502825632917,5
47,31,Zombie Survivor,4.274873230123314,1
47,22,Arctic Ghost,4.222647445221357,2
47,18,SMG Tommy Gun,4.169594696032797,3
47,25,Golden Warrior,4.151295666854825,4
47,45,Loot 5 Crates,4.136453684171597,5
48,25,Golden Warrior,3.931233972646317,1
48,39,Vehicle Lava Buggy,3.875656146845537,2
48,31,Zombie Survivor,3.844489145028601,3
48,17,Rifle QBZ,3.8285830488883974,4
48,34,Robot Dance Emote,3.755538923895308,5
49,31,Zombie Survivor,4.3025083016692465,1
49,25,Golden Warrior,4.208465323829103,2
49,39,Vehicle Lava Buggy,4.163318580281502,3
49,34,Robot Dance Emote,4.059152984778633,4
49,17,Rifle QBZ,4.043762447315668,5
50,31,Zombie Survivor,4.254118618854527,1
50,3,Shotgun S12K,4.1564939807845445,2
50,25,Golden Warrior,4.143044907887266,3
50,17,Rifle QBZ,4.102480048832152,4
50,39,Vehicle Lava Buggy,4.0905507073336755,5
51,25,Golden Warrior,4.191139415469046,1
51,39,Vehicle Lava Buggy,4.1831536815904995,2
51,31,Zombie Survivor,4.090262242172168,3
51,44,Chicken Dinner,4.077420654723942,4
51,8,Shotgun DBS,4.068341159208837,5
52,25,Golden Warrior,3.912779869047354,1
52,27,Classic Soldier,3.909642098194026,2
52,31,Zombie Survivor,3.879678039827881,3
52,39,Vehicle Lava Buggy,3.857168380760446,4
52,34,Robot Dance Emote,3.7769248091369554,5
53,39,Vehicle Lava Buggy,4.26954401698114,1
53,25,Golden Warrior,4.076321564061111,2
53,54,Parachute 500m,4.071249004604175,3
53,18,SMG Tommy Gun,4.057815140964597,4
53,34,Robot Dance Emote,4.056880549707915,5
54,18,SMG Tommy Gun,4.039389569137108,1
54,17,Rifle QBZ,3.996155074096246,2
54,25,Golden Warrior,3.9861167969394113,3
54,39,Vehicle Lava Buggy,3.9694884598807,4
54,1,Assault Rifle M4,3.9182355408635896,5
55,31,Zombie Survivor,4.394379082739556,1
55,25,Golden Warrior,4.307729639644425,2
55,34,Robot Dance Emote,4.307640238201738,3
55,44,Chicken Dinner,4.261222986435676,4
55,17,Rifle QBZ,4.259289070324488,5
56,31,Zombie Survivor,4.223972160335075,1
56,17,Rifle QBZ,4.154791829539552,2
56,25,Golden Warrior,4.133470779200981,3
56,34,Robot Dance Emote,4.096435789208836,4
56,44,Chicken Dinner,4.080186308781902,5
57,31,Zombie Survivor,4.134126414602373,1
57,25,Golden Warrior,4.074930547668361,2
57,17,Rifle QBZ,4.058059616780252,3
57,3,Shotgun S12K,3.961634450745709,4
57,27,Classic Soldier,3.93132891194867,5
58,25,Golden Warrior,4.148209587861134,1
58,18,SMG Tommy Gun,3.984419781759629,2
58,1,Assault Rifle M4,3.951496800602329,3
58,39,Vehicle Lava Buggy,3.9098296080665262,4
58,27,Classic Soldier,3.8767647512706294,5
59,25,Golden Warrior,4.31565653731308,1
59,39,Vehicle Lava Buggy,4.312232023627846,2
59,31,Zombie Survivor,4.251153696969163,3
59,1,Assault Rifle M4,4.192476932401792,4
59,18,SMG Tommy Gun,4.1870278368091425,5
60,25,Golden Warrior,3.7882492553878366,1
60,31,Zombie Survivor,3.738652424144238,2
60,17,Rifle QBZ,3.6430212479703656,3
60,18,SMG Tommy Gun,3.6359263991848962,4
60,39,Vehicle Lava Buggy,3.5763040043109457,5
61,25,Golden Warrior,3.9403300882162675,1
61,17,Rifle QBZ,3.9360815804537514,2
61,1,Assault Rifle M4,3.796418536105544,3
61,10,SMG UMP45,3.76630060237934,4
61,37,Helmet Crown,3.76119053515761,5
62,25,Golden Warrior,3.953288118762281,1
62,39,Vehicle Lava Buggy,3.9263037431189836,2
62,31,Zombie Survivor,3.9160156459897544,3
62,1,Assault Rifle M4,3.869015857500666,4
62,18,SMG Tommy Gun,3.8231854887137735,5
63,31,Zombie Survivor,4.394046413384115,1
63,25,Golden Warrior,4.365919115859852,2
63,34,Robot Dance Emote,4.235440879313168,3
63,1,Assault Rifle M4,4.194178762495333,4
63,3,Shotgun S12K,4.1816257554639975,5
64,31,Zombie Survivor,3.824096372033243,1
64,17,Rifle QBZ,3.8057206172938645,2
64,44,Chicken Dinner,3.790808629886728,3
64,34,Robot Dance Emote,3.77047484285963,4
64,25,Golden Warrior,3.7462033416175355,5
65,25,Golden Warrior,4.35618177333899,1
65,39,Vehicle Lava Buggy,4.3362770112447375,2
65,44,Chicken Dinner,4.302511567585466,3
65,27,Classic Soldier,4.292753866483508,4
65,15,Sniper Mini-14,4.287897445770197,5
66,31,Zombie Survivor,4.271676411346622,1
66,25,Golden Warrior,4.252341346651498,2
66,8,Shotgun DBS,4.161000389020489,3
66,39,Vehicle Lava Buggy,4.157750797416749,4
66,17,Rifle QBZ,4.152699745036887,5
67,25,Golden Warrior,3.9939007732062746,1
67,31,Zombie Survivor,3.979590107880084,2
67,34,Robot Dance Emote,3.8320058403228816,3
67,39,Vehicle Lava Buggy,3.8297361236949463,4
67,45,Loot 5 Crates,3.787500350121785,5
68,25,Golden Warrior,4.398154899971889,1
68,39,Vehicle Lava Buggy,4.389784721263464,2
68,31,Zombie Survivor,4.339113674538187,3
68,8,Shotgun DBS,4.2411247850604035,4
68,17,Rifle QBZ,4.236358861641699,5
69,31,Zombie Survivor,4.355535413048765,1
69,39,Vehicle Lava Buggy,4.180215357527542,2
69,25,Golden Warrior,4.143043311388025,3
69,34,Robot Dance Emote,4.0546402968256325,4
69,18,SMG Tommy Gun,4.049934110482004,5
70,18,SMG Tommy Gun,3.9010994125734797,1
70,34,Robot Dance Emote,3.862412555255648,2
70,39,Vehicle Lava Buggy,3.8531785193609003,3
70,27,Classic Soldier,3.8173729995804035,4
70,1,Assault Rifle M4,3.8001512204524968,5
71,25,Golden Warrior,4.531451728344046,1
71,8,Shotgun DBS,4.478744915554138,2
71,39,Vehicle Lava Buggy,4.406192516431539,3
71,17,Rifle QBZ,4.386835853587219,4
71,44,Chicken Dinner,4.376759035938013,5
72,31,Zombie Survivor,4.4522609847818435,1
72,18,SMG Tommy Gun,4.350487796512344,2
72,34,Robot Dance Emote,4.3303984005868505,3
72,17,Rifle QBZ,4.302483728496817,4
72,39,Vehicle Lava Buggy,4.247002672433751,5
73,25,Golden Warrior,3.8792921553892135,1
73,31,Zombie Survivor,3.843113187955161,2
73,17,Rifle QBZ,3.7970924645484425,3
73,39,Vehicle Lava Buggy,3.790192403870447,4
73,10,SMG UMP45,3.758612706361037,5
74,25,Golden Warrior,4.169721944718197,1
74,31,Zombie Survivor,4.161138417783676,2
74,34,Robot Dance Emote,4.150662751701106,3
74,8,Shotgun DBS,4.096163398768159,4
74,39,Vehicle Lava Buggy,4.053982260283647,5
75,31,Zombie Survivor,3.8023258344301674,1
75,25,Golden Warrior,3.742434937572365,2
75,18,SMG Tommy Gun,3.648616614903809,3
75,34,Robot Dance Emote,3.61162005767264,4
75,3,Shotgun S12K,3.5657216240328657,5
76,31,Zombie Survivor,4.523371093288132,1
76,17,Rifle QBZ,4.400521994592693,2
76,38,Helmet Skull,4.3655916460566155,3
76,44,Chicken Dinner,4.285125535968076,4
76,39,Vehicle Lava Buggy,4.272752430153875,5
77,25,Golden Warrior,4.221287046245586,1
77,39,Vehicle Lava Buggy,4.095792945098854,2
77,31,Zombie Survivor,4.079947181291147,3
77,8,Shotgun DBS,4.071652898400236,4
77,1,Assault Rifle M4,4.046088109949882,5
78,31,Zombie Survivor,4.074431188969766,1
78,37,Helmet Crown,4.025628850231847,2
78,54,Parachute 500m,4.016629983336867,3
78,39,Vehicle Lava Buggy,4.015577917706202,4
78,18,SMG Tommy Gun,4.006796579366374,5
79,31,Zombie Survivor,4.2355166868864575,1
79,25,Golden Warrior,4.164716620770832,2
79,27,Classic Soldier,4.10395776874093,3
79,39,Vehicle Lava Buggy,4.078190683552842,4
79,34,Robot Dance Emote,4.011976953709802,5
80,31,Zombie Survivor,4.023383549504201,1
80,25,Golden Warrior,3.994133870720089,2
80,39,Vehicle Lava Buggy,3.9322186845440887,3
80,17,Rifle QBZ,3.9028686578069456,4
80,18,SMG Tommy Gun,3.863646542143316,5
81,25,Golden Warrior,4.332892617303045,1
81,31,Zombie Survivor,4.31812891625775,2
81,18,SMG Tommy Gun,4.2584073444296875,3
81,8,Shotgun DBS,4.177789262432067,4
81,44,Chicken Dinner,4.138252542066398,5
82,25,Golden Warrior,4.275968844352201,1
82,31,Zombie Survivor,4.241789147258351,2
82,18,SMG Tommy Gun,4.185456987170551,3
82,17,Rifle QBZ,4.142893943934399,4
82,38,Helmet Skull,4.107814776504927,5
83,25,Golden Warrior,4.090573394752675,1
83,31,Zombie Survivor,4.089672660323131,2
83,39,Vehicle Lava Buggy,4.067090458021833,3
83,17,Rifle QBZ,3.881471035308707,4
83,18,SMG Tommy Gun,3.854326273354479,5
84,25,Golden Warrior,4.103869324013537,1
84,31,Zombie Survivor,4.081695883128812,2
84,18,SMG Tommy Gun,3.993626941451693,3
84,17,Rifle QBZ,3.9887050207124717,4
84,38,Helmet Skull,3.944956850182295,5
85,44,Chicken Dinner,4.322950633560561,1
85,31,Zombie Survivor,4.320633790517276,2
85,27,Classic Soldier,4.264400389019421,3
85,51,Use 5 Medkits,4.261766209126458,4
85,4,SMG Vector,4.227118018387864,5
86,25,Golden Warrior,4.343359457351838,1
86,31,Zombie Survivor,4.294337747947061,2
86,34,Robot Dance Emote,4.232607724761347,3
86,44,Chicken Dinner,4.21532267856711,4
86,39,Vehicle Lava Buggy,4.199100466797288,5
87,25,Golden Warrior,4.152028586264457,1
87,31,Zombie Survivor,3.9056699372826706,2
87,8,Shotgun DBS,3.865290696401214,3
87,45,Loot 5 Crates,3.8212143555459894,4
87,1,Assault Rifle M4,3.798328542981414,5
88,25,Golden Warrior,4.012078350554212,1
88,31,Zombie Survivor,3.925977275504234,2
88,3,Shotgun S12K,3.7526553864570418,3
88,1,Assault Rifle M4,3.738887919677412,4
88,34,Robot Dance Emote,3.7118530980591755,5
89,31,Zombie Survivor,3.632432562121694,1
89,25,Golden Warrior,3.550097592610677,2
89,45,Loot 5 Crates,3.532834218005208,3
89,8,Shotgun DBS,3.395596690208174,4
89,37,Helmet Crown,3.3698797468956707,5
90,25,Golden Warrior,4.284573246474717,1
90,31,Zombie Survivor,4.172546113659893,2
90,39,Vehicle Lava Buggy,4.119902536378413,3
90,44,Chicken Dinner,4.069953612829349,4
90,34,Robot Dance Emote,4.025737811675681,5
91,31,Zombie Survivor,4.158452473914836,1
91,25,Golden Warrior,4.153922578843447,2
91,17,Rifle QBZ,4.084959546440632,3
